,ID,DemAffl,DemAge,DemClusterGroup,DemGender,LoyalClass,LoyalSpend,LoyalTime,Region,TargetBuy
71,9943277,,50.0,,M,Silver,1000.0,8.0,Ulster,0
72,10053654,,30.0,,F,Tin,0.0099999999999999,8.0,Ulster,0
73,10135707,7.0,,,F,Tin,0.0099999999999999,5.0,Cardiff,0
74,10298053,11.0,,A,F,Gold,6000.0,1.0,London,1
75,10598618,15.0,58.0,E,M,Silver,4000.0,,London,1
76,10704280,5.0,56.0,,F,Gold,11000.0,,Ulster,0
77,11032480,4.0,67.0,C,,Silver,2500.0,1.0,London,0
78,11295317,,50.0,,F,Silver,3000.0,8.0,Birmingham,0
79,11595132,7.0,51.0,,M,Silver,4000.0,,Ulster,0
80,11619236,9.0,73.0,D,,Silver,4000.0,1.0,London,0
81,11980591,9.0,,B,F,Silver,3000.0,2.0,London,0
82,12169129,7.0,73.0,,,Gold,10553.34,6.0,Ulster,0
83,12213209,,63.0,B,F,Silver,2500.0,2.0,London,0
84,12534188,9.0,,D,F,Silver,1500.0,4.0,London,0
85,12911518,13.0,,,F,Tin,0.0099999999999999,8.0,Birmingham,1
86,13001000,13.0,56.0,D,,Tin,0.0099999999999999,4.0,London,1
87,13080415,,31.0,,F,Tin,0.0099999999999999,9.0,Wales,0
88,13214330,4.0,59.0,,,Tin,0.0099999999999999,10.0,Birmingham,0
89,13319507,,64.0,D,F,Gold,12000.0,1.0,London,0
90,13810448,,58.0,,F,Gold,10000.0,4.0,Ulster,0
91,13894749,10.0,,C,F,Tin,0.0099999999999999,5.0,London,1
92,14141612,,63.0,,F,Silver,3000.0,8.0,Wales,0
93,14419289,8.0,,,F,Silver,1500.0,6.0,Ulster,0
94,14881357,7.0,43.0,,,Gold,6000.0,3.0,Ulster,0
95,15079333,,44.0,F,M,Tin,0.0099999999999999,8.0,London,0
96,15126021,,50.0,,F,Silver,600.0,5.0,Ulster,0
97,15172929,8.0,47.0,,,Tin,0.0099999999999999,5.0,Cardiff,0
98,15342328,16.0,71.0,F,,Gold,9000.0,7.0,London,1
99,15450643,7.0,,F,F,Silver,500.0,2.0,London,0
100,16110048,,,D,U,Gold,6053.349999999999,,London,0
101,16506863,7.0,65.0,,,Silver,500.0,9.0,Ulster,0
102,17122783,,,B,M,Tin,0.0099999999999999,,London,0
103,17334098,7.0,,,F,Tin,0.0099999999999999,7.0,London,0
104,17479150,10.0,46.0,,,Silver,100.0,1.0,London,1
105,17546214,8.0,68.0,B,,Gold,8500.0,7.0,London,0
106,17674107,23.0,34.0,F,M,Gold,6053.349999999999,,London,1
107,17825881,10.0,,F,M,Gold,17782.83,9.0,London,1
108,17844215,14.0,,A,F,Gold,6000.0,2.0,London,1
109,18016073,10.0,,E,M,Silver,5000.0,12.0,London,1
110,18244777,8.0,51.0,C,,Tin,0.0099999999999999,5.0,London,0
111,18286097,3.0,60.0,C,,Gold,6000.0,1.0,London,0
112,18295266,8.0,,C,F,Tin,0.0099999999999999,8.0,London,0
113,18867391,2.0,58.0,,,Silver,3500.0,9.0,Leicester,0
114,18932371,13.0,,,F,Silver,3000.0,6.0,Ulster,1
115,20009704,6.0,,,F,Tin,0.0099999999999999,5.0,Nottingham,0
116,20122276,,45.0,C,M,Silver,0.0199999999999999,8.0,London,0
117,20223773,,48.0,E,F,Tin,0.0099999999999999,4.0,London,0
118,20903375,11.0,,,M,Silver,3000.0,6.0,Midlands,1
119,21373647,,37.0,F,F,Tin,0.0099999999999999,8.0,London,0
120,21513104,13.0,56.0,D,,Silver,1300.0,6.0,London,1
121,22031650,10.0,19.0,F,,Silver,1500.0,1.0,London,1
122,22277978,11.0,,C,F,Gold,12000.0,1.0,London,1
123,22725938,8.0,50.0,D,,Silver,1000.0,9.0,London,0
124,24312533,,38.0,,F,Tin,0.0099999999999999,5.0,London,0
125,24527866,7.0,47.0,,,Tin,0.0099999999999999,5.0,Ulster,0
126,24580058,6.0,65.0,,,Gold,6105.32,7.0,Ulster,0
127,24886548,7.0,70.0,F,,Gold,17345.64,3.0,London,0
128,25467026,9.0,,,F,Tin,0.0099999999999999,5.0,Midlands,0
129,25500392,9.0,60.0,,,Gold,18000.0,2.0,Ulster,0
130,25871420,7.0,52.0,C,,Gold,6000.0,2.0,London,0
131,25940767,6.0,69.0,,,Platinum,20885.91,3.0,Scotland,0
132,26042088,10.0,45.0,,U,Gold,12000.0,,Ulster,1
133,26144387,,37.0,C,F,Gold,6000.0,1.0,London,0
134,26154684,5.0,73.0,D,,Gold,6000.0,1.0,London,0
135,26541149,25.0,,B,F,Tin,0.0099999999999999,5.0,London,1
136,27167895,,73.0,C,M,Gold,18000.0,10.0,London,0
137,27406504,6.0,42.0,,,Tin,0.0099999999999999,4.0,Ulster,0
138,27518574,9.0,,,F,Silver,1800.0,8.0,Bristol,0
139,27624609,2.0,32.0,,,Tin,0.0099999999999999,4.0,Bristol,0
140,27943615,12.0,34.0,C,,Tin,0.0099999999999999,4.0,London,1
141,28127161,12.0,32.0,D,,Tin,0.0099999999999999,5.0,London,1
142,28403932,8.0,73.0,,F,Gold,6000.0,,Bristol,0
143,28837371,10.0,33.0,,,Tin,0.0099999999999999,8.0,Midlands,1
144,29070376,8.0,37.0,,,Gold,6000.0,1.0,London,0
145,29076846,8.0,48.0,E,,Gold,6000.0,1.0,London,0
146,29088291,7.0,,E,F,Gold,12000.0,1.0,London,0
147,29219396,6.0,,,M,Silver,4800.0,29.0,Ulster,0
148,29504805,5.0,64.0,,,Platinum,50000.0,1.0,London,0
149,29849918,4.0,63.0,E,,Gold,8000.0,4.0,London,0
150,29963206,12.0,,,M,Gold,8044.459999999999,7.0,Ulster,1
151,29975336,10.0,,C,M,Silver,3052.66,7.0,London,1
152,30004985,9.0,47.0,,,Silver,600.0,5.0,Ulster,0
153,30104580,13.0,47.0,F,,Silver,50.0,1.0,London,1
154,30139430,,61.0,,M,Gold,12000.0,15.0,London,0
155,30173280,,65.0,,M,Silver,4000.0,4.0,London,0
156,30217288,6.0,52.0,D,,Tin,0.0099999999999999,9.0,London,0
157,30237491,12.0,29.0,,M,Silver,3000.0,,London,1
158,30380928,4.0,50.0,,,Silver,420.0,9.0,Wales,0
159,30423252,,34.0,,F,Tin,0.0099999999999999,7.0,Birmingham,0
160,30497930,10.0,52.0,,,Tin,0.0099999999999999,7.0,Ulster,1
161,30502616,7.0,,,F,Silver,3620.0,10.0,Bristol,0
162,30738598,6.0,,,F,Tin,0.0099999999999999,7.0,Cardiff,0
163,30782945,14.0,,,F,Tin,0.0099999999999999,7.0,London,1
164,31470676,,60.0,E,F,Tin,0.0099999999999999,5.0,London,0
165,31495571,8.0,,,F,Silver,840.0,5.0,Ulster,0
166,31654068,9.0,,B,,Gold,6053.349999999999,,Bolton,0
167,32537030,8.0,39.0,D,,Tin,0.0099999999999999,5.0,London,0
168,32610277,6.0,77.0,B,U,Gold,6000.0,,London,0
169,32612717,,,F,,Gold,13000.0,22.0,Bristol,0
170,32636136,14.0,,F,F,Tin,0.0099999999999999,5.0,London,1
171,32687199,5.0,,,M,Silver,200.0,10.0,Bristol,0
172,32768296,,42.0,F,M,Silver,50.01,8.0,London,0
173,32888348,9.0,,,F,Gold,15000.0,3.0,London,0
174,32908853,11.0,,,F,Tin,0.0099999999999999,7.0,Birmingham,1
175,32945040,10.0,48.0,,,Gold,6000.0,1.0,London,1
176,33035250,,41.0,,M,Silver,50.0,10.0,Bristol,0
177,33117027,11.0,43.0,F,,Silver,1000.0,9.0,London,1
178,33243839,7.0,,,M,Silver,3000.0,8.0,London,0
179,33319835,,43.0,,F,Tin,0.0099999999999999,5.0,Cardiff,0
180,33469420,7.0,,,F,Gold,12000.0,8.0,Ulster,0
181,33471815,4.0,72.0,,,Silver,5000.0,6.0,Ulster,0
182,33480784,,,F,,Tin,0.0099999999999999,9.0,Midlands,0
183,33503156,11.0,35.0,,F,Gold,6200.0,,Birmingham,1
184,33577273,7.0,73.0,,,Gold,12000.0,8.0,Wales,0
185,33599927,3.0,,D,F,Silver,2000.0,1.0,London,0
186,33767870,17.0,39.0,D,,Silver,2000.0,4.0,London,1
187,33941773,6.0,45.0,,F,Silver,3052.66,,Wales,0
188,33961588,8.0,37.0,,F,Tin,0.0099999999999999,,Ulster,0
189,34008795,,76.0,,M,Silver,3000.0,2.0,London,0
190,34438030,12.0,38.0,,,Silver,2000.0,2.0,Ulster,1
191,34468281,,60.0,,F,Platinum,24194.12,7.0,Birmingham,0
192,34636150,6.0,75.0,,,Silver,3000.0,8.0,Ulster,0
193,34813795,9.0,62.0,,F,Silver,3000.0,,Midlands,0
194,34814082,8.0,48.0,C,,Gold,6000.0,1.0,London,0
195,34832854,12.0,67.0,,,Gold,10001.74,4.0,Ulster,1
196,34847665,4.0,72.0,,M,Silver,1500.0,,Midlands,0
197,34901570,5.0,62.0,,,Silver,1167.15,4.0,Wales,0
198,34930457,9.0,76.0,C,,Silver,1000.0,2.0,London,0
199,34931100,9.0,47.0,,,Silver,1500.0,18.0,Scotland,0
200,34966397,5.0,,,F,Silver,1000.0,1.0,Ulster,0
201,35021183,8.0,50.0,,,Silver,3000.0,4.0,Ulster,0
202,35034218,8.0,54.0,,,Tin,0.0099999999999999,5.0,Wales,0
203,35127860,,,A,,Gold,12000.0,5.0,London,0
204,35255311,9.0,25.0,,F,Silver,1000.0,,Ulster,0
205,35299653,8.0,70.0,B,,Gold,6000.0,15.0,London,0
206,35363106,4.0,71.0,B,,Silver,500.0,17.0,London,0
207,35509089,,76.0,,F,Gold,15000.0,10.0,Nottingham,0
208,35564195,,44.0,F,,Tin,0.0099999999999999,,London,0
209,35646086,14.0,71.0,,,Platinum,86673.37999999999,1.0,Ulster,1
210,35697195,5.0,57.0,,,Silver,3000.0,8.0,Wales,0
211,35762957,,72.0,,M,Silver,3000.0,8.0,Cardiff,0
212,36401621,8.0,,C,F,Tin,0.0099999999999999,5.0,London,0
213,36456027,7.0,78.0,,,Gold,10000.0,1.0,London,0
214,36514558,,46.0,,U,Gold,6053.349999999999,12.0,Ulster,0
215,36555530,9.0,51.0,,,Gold,12000.0,4.0,Yorkshire,0
216,36659378,,,C,,Silver,0.0199999999999999,5.0,Midlands,0
217,36749709,4.0,74.0,E,U,Gold,6105.32,,London,0
218,37104108,9.0,51.0,,,Silver,5000.0,5.0,Ulster,0
219,37271802,,53.0,,M,Gold,12000.0,2.0,Bolton,0
220,37454770,9.0,42.0,,,Silver,1000.0,5.0,Ulster,0
221,37744387,,52.0,E,F,Tin,0.0099999999999999,8.0,London,0
222,38041479,6.0,63.0,,,Gold,10053.35,12.0,Ulster,0
223,38355040,7.0,,,F,Platinum,20513.95,3.0,Ulster,0
224,38363433,,67.0,,M,Platinum,24000.0,4.0,Scotland,0
225,38549421,8.0,,E,F,Silver,4000.0,1.0,London,0
226,38802593,11.0,,C,F,Silver,1500.0,1.0,London,1
227,38853180,,54.0,,F,Gold,10000.0,12.0,Ulster,0
228,39000121,8.0,49.0,,,Tin,0.0099999999999999,5.0,Ulster,0
229,39656523,13.0,,,F,Tin,0.0099999999999999,6.0,London,1
230,39696428,,53.0,,M,Gold,6000.0,1.0,Ulster,0
231,39731509,7.0,,B,F,Gold,6000.0,2.0,London,0
232,39820749,10.0,34.0,D,M,Tin,0.0099999999999999,,London,1
233,39823284,30.0,36.0,,F,Silver,360.0,,Cardiff,1
234,39834545,14.0,54.0,,M,Silver,600.0,,Ulster,1
235,39942682,10.0,64.0,,,Tin,0.0099999999999999,8.0,Ulster,1
236,40954880,6.0,62.0,D,,Gold,6000.0,4.0,London,0
237,41077956,9.0,65.0,E,,Gold,8000.0,2.0,London,0
238,41182881,11.0,,D,M,Gold,9000.0,3.0,London,1
239,41225807,,39.0,B,,Silver,2035.88,,Yorkshire,0
240,41577460,8.0,49.0,E,,Tin,0.0099999999999999,5.0,London,0
241,42382361,8.0,,B,U,Gold,6105.32,7.0,London,0
242,42484300,7.0,,C,F,Silver,100.01,8.0,London,0
243,42785547,8.0,55.0,,,Gold,12158.669999999998,8.0,Wales,0
244,42940470,7.0,,,U,Silver,2000.0,1.0,Wales,0
245,43794876,8.0,78.0,,,Silver,5000.0,4.0,Ulster,0
246,43830465,5.0,59.0,,,Tin,0.0099999999999999,5.0,Ulster,0
247,43887262,15.0,45.0,C,,Gold,6053.82,6.0,London,1
248,44077019,,47.0,,F,Gold,16884.25,8.0,Nottingham,0
249,44105373,5.0,44.0,E,,Tin,0.0099999999999999,5.0,London,0
250,44109506,13.0,49.0,F,,Silver,2040.0,5.0,London,1
251,44532549,6.0,,,M,Gold,6053.349999999999,7.0,Ulster,0
252,44698390,17.0,,,F,Silver,500.0,9.0,London,1
253,45501728,,43.0,,F,Platinum,33176.259999999995,4.0,Ulster,0
254,45537072,6.0,66.0,,,Silver,50.0,10.0,Ulster,0
255,45618560,,65.0,,F,Tin,0.0099999999999999,5.0,Yorkshire,0
256,45769038,7.0,29.0,,,Silver,1600.0,9.0,Ulster,0
257,45833828,5.0,33.0,,,Tin,0.0099999999999999,8.0,Ulster,0
258,46009959,,67.0,,M,Gold,12000.0,7.0,Wales,0
259,46102240,8.0,,,F,Silver,300.0,12.0,Ulster,0
260,46268458,,53.0,,U,Gold,6035.349999999999,7.0,Ulster,0
261,46832736,11.0,,,U,Gold,5000.01,4.0,Yorkshire,1
262,47391687,9.0,52.0,,M,Silver,600.0,,Ulster,0
263,47430240,9.0,53.0,,,Silver,70.01,8.0,Ulster,0
264,47657938,12.0,42.0,,,Gold,13000.02,13.0,Midlands,1
265,47928737,,61.0,,M,Gold,7900.0,2.0,Wales,0
266,47979501,,77.0,F,F,Silver,500.0,8.0,London,0
267,48096832,,,B,F,Silver,5000.0,,Birmingham,0
268,48457304,10.0,45.0,,,Silver,600.0,4.0,Cardiff,1
269,48527043,,43.0,D,M,Tin,0.0099999999999999,8.0,London,0
270,48617662,6.0,,,F,Silver,2000.0,1.0,Cardiff,0
271,48746918,13.0,,,F,Silver,3000.0,9.0,Birmingham,1
272,48808581,7.0,,,F,Tin,0.0099999999999999,8.0,Bristol,0
273,50342158,11.0,,,M,Silver,1000.0,11.0,Scotland,1
274,50449750,10.0,,B,F,Silver,1000.0,1.0,London,1
275,50553892,19.0,,B,U,Gold,6000.0,2.0,London,1
276,51045505,6.0,37.0,,,Silver,1000.0,5.0,Ulster,0
277,51219988,7.0,,C,F,Gold,6000.0,11.0,London,0
278,52357748,11.0,68.0,,,Gold,12000.0,2.0,Ulster,1
279,52359503,8.0,,,F,Gold,18106.7,7.0,Scotland,0
280,52383897,8.0,74.0,,F,Silver,1000.0,,Scotland,0
281,52446090,,41.0,F,M,Tin,0.0099999999999999,8.0,London,0
282,5886,14.0,43.0,F,F,Gold,6000.0,1.0,London,1
283,24554,10.0,39.0,,M,Tin,0.0099999999999999,5.0,Ulster,1
284,39330,,,F,M,Tin,0.0099999999999999,4.0,Birmingham,0
285,57622,12.0,41.0,,M,Tin,0.0099999999999999,9.0,Birmingham,1
286,95036,12.0,61.0,B,F,Silver,1020.0,9.0,London,1
287,97802,7.0,55.0,,M,Silver,2000.0,1.0,Ulster,0
288,158216,14.0,65.0,,M,Gold,6053.349999999999,6.0,Bristol,1
289,213241,5.0,57.0,F,F,Gold,12000.0,1.0,London,0
290,271101,7.0,54.0,B,,Tin,0.0099999999999999,,Midlands,0
291,275700,10.0,36.0,F,F,Silver,1000.0,9.0,London,1
292,295620,9.0,47.0,,M,Tin,0.0099999999999999,5.0,Ulster,0
293,346403,10.0,,D,,Tin,0.0099999999999999,5.0,Midlands,1
294,418943,10.0,39.0,C,M,Tin,0.0099999999999999,4.0,London,1
295,607118,8.0,47.0,,F,Tin,0.0099999999999999,5.0,Midlands,0
296,618284,15.0,,E,F,Silver,0.0199999999999999,,Birmingham,1
297,691178,9.0,37.0,,M,Gold,10000.0,11.0,Ulster,0
298,750840,5.0,52.0,,F,Tin,0.0099999999999999,5.0,Bristol,0
299,807877,,,B,F,Gold,8053.349999999999,1.0,London,0
300,819301,10.0,51.0,,M,Silver,1000.0,6.0,Ulster,1
301,876623,3.0,33.0,,M,Tin,0.0099999999999999,5.0,Cardiff,0
302,922366,7.0,78.0,,F,Silver,1250.0,5.0,Ulster,0
303,994332,8.0,66.0,,F,Silver,500.0,8.0,Ulster,0
304,1041231,7.0,61.0,C,,Gold,6107.639999999999,,Midlands,0
305,1083767,9.0,64.0,F,F,Silver,3000.0,1.0,London,0
306,1176846,9.0,31.0,F,F,Silver,1064.4499999999998,1.0,London,0
307,1265857,8.0,73.0,,M,Gold,6000.0,6.0,Ulster,0
308,1289772,,,D,F,Tin,0.0099999999999999,4.0,Leicester,0
309,1343181,5.0,,C,,Silver,50.02,8.0,Midlands,0
310,1407228,7.0,57.0,B,F,Silver,2000.0,1.0,London,0
311,1472623,3.0,59.0,,F,Gold,12000.0,4.0,Birmingham,0
312,1529536,,39.0,C,,Silver,3850.36,8.0,London,0
313,1779664,11.0,43.0,,F,Tin,0.0099999999999999,9.0,Wales,1
314,1988824,9.0,67.0,B,M,Gold,6000.0,1.0,London,0
315,2024128,12.0,68.0,E,F,Gold,18678.76,3.0,London,1
316,2034743,19.0,38.0,,F,Tin,0.0099999999999999,9.0,Wales,1
317,2201399,7.0,43.0,B,,Tin,0.0099999999999999,,Wales,0
318,2227312,5.0,58.0,A,,Tin,0.0099999999999999,,Nottingham,0
319,2238446,8.0,42.0,F,F,Tin,0.0099999999999999,5.0,London,0
320,2372991,12.0,49.0,,F,Gold,14000.0,3.0,Ulster,1
321,2433648,,31.0,E,,Tin,0.0099999999999999,4.0,London,0
322,2760185,8.0,,C,,Silver,5000.0,4.0,Bristol,0
323,2840502,8.0,63.0,,F,Gold,7000.0,6.0,Ulster,0
324,2938871,,54.0,F,,Tin,0.0099999999999999,4.0,Midlands,0
325,2951029,6.0,73.0,,F,Silver,600.0,7.0,Wales,0
326,3473651,7.0,,D,,Silver,1000.0,5.0,London,0
327,3474275,4.0,43.0,C,,Tin,0.0099999999999999,,London,0
328,3478580,5.0,49.0,,F,Gold,16000.0,4.0,Wales,0
329,3483258,12.0,,A,,Tin,0.0099999999999999,5.0,Midlands,1
330,3495272,9.0,62.0,F,F,Gold,6000.0,2.0,London,0
331,3496511,11.0,58.0,,M,Tin,0.0099999999999999,8.0,London,1
332,3515192,9.0,,A,,Silver,3000.0,9.0,London,0
333,3529312,8.0,46.0,F,F,Silver,50.0,1.0,London,0
334,3542319,11.0,54.0,C,M,Gold,8000.0,1.0,London,1
335,3548066,,48.0,F,,Silver,600.0,4.0,London,0
336,3551253,11.0,37.0,E,F,Tin,0.0099999999999999,4.0,London,1
337,3563901,,37.0,D,F,Silver,3000.01,,London,0
338,3565432,14.0,,F,M,Silver,2000.0,,Birmingham,1
339,3571866,10.0,44.0,A,F,Gold,6000.0,1.0,London,1
340,3593924,7.0,33.0,,U,Silver,2000.0,1.0,Yorkshire,0
341,3595986,12.0,64.0,F,M,Gold,6000.0,1.0,London,1
342,3606716,13.0,41.0,B,F,Gold,12000.0,1.0,London,1
343,3609421,,59.0,B,,Gold,6000.0,2.0,London,0
344,3611779,4.0,68.0,B,F,Gold,6000.0,1.0,London,0
345,3622797,7.0,69.0,E,F,Gold,6000.0,2.0,London,0
346,3626997,13.0,42.0,,F,Silver,3200.0,8.0,Ulster,1
347,3627284,6.0,53.0,,F,Silver,3000.0,5.0,Ulster,0
348,3646459,5.0,,C,,Silver,1000.0,18.0,Birmingham,0
349,3658147,4.0,,B,,Tin,0.0099999999999999,8.0,Bristol,0
350,3663035,10.0,52.0,,M,Silver,360.0,9.0,Ulster,1
351,3666360,10.0,,D,,Tin,0.0099999999999999,8.0,Birmingham,1
352,3681505,10.0,72.0,,F,Gold,6000.0,25.0,Ulster,1
353,3692833,15.0,64.0,,F,Gold,6000.0,2.0,Ulster,1
354,3700046,13.0,40.0,C,U,Silver,100.0,7.0,London,1
355,3704211,9.0,59.0,D,F,Gold,7000.0,2.0,London,0
356,3714780,,46.0,B,,Tin,0.0099999999999999,5.0,Cardiff,0
357,3737152,6.0,58.0,,F,Silver,1000.0,1.0,Ulster,0
358,3751880,8.0,52.0,,M,Tin,0.0099999999999999,9.0,Wales,0
359,3764710,10.0,55.0,,F,Platinum,54491.89,12.0,Ulster,1
360,3784738,10.0,69.0,,M,Gold,11000.0,4.0,Ulster,1
361,3784800,11.0,34.0,,F,Tin,0.0099999999999999,9.0,London,1
362,3796515,13.0,58.0,,F,Gold,6000.0,9.0,Ulster,1
363,3798666,9.0,39.0,,F,Gold,16755.879999999997,3.0,Ulster,0
364,3801667,9.0,71.0,A,F,Silver,3000.0,1.0,London,0
365,3802493,8.0,33.0,D,F,Tin,0.0099999999999999,8.0,London,0
366,3807487,6.0,75.0,F,F,Silver,180.0,30.0,London,0
367,3841677,9.0,50.0,A,M,Gold,6000.0,2.0,London,0
368,3843351,8.0,59.0,B,F,Tin,0.0099999999999999,8.0,London,0
369,3844005,8.0,49.0,,F,Tin,0.0099999999999999,9.0,Midlands,0
370,3845141,12.0,55.0,,F,Silver,1000.0,8.0,Birmingham,1
371,3857778,10.0,53.0,,F,Silver,3200.0,8.0,Ulster,1
372,3897338,9.0,45.0,,F,Tin,0.0099999999999999,9.0,London,0
373,3905446,,,E,F,Silver,50.0,8.0,Nottingham,0
374,3905667,10.0,50.0,,F,Silver,500.0,9.0,Ulster,1
375,3933962,4.0,72.0,F,F,Silver,4000.0,1.0,London,0
376,3936007,,44.0,C,,Tin,0.0099999999999999,8.0,Midlands,0
377,3960463,7.0,46.0,,F,Platinum,26448.99,3.0,Wales,0
378,4071190,15.0,34.0,,F,Silver,10.0,6.0,London,1
379,4082109,,56.0,A,,Silver,1000.0,14.0,Cardiff,0
380,4091051,7.0,47.0,,F,Gold,12000.0,2.0,Wales,0
381,4103556,21.0,39.0,,F,Tin,0.0099999999999999,5.0,Yorkshire,1
382,4123581,7.0,35.0,,F,Tin,0.0099999999999999,5.0,Bristol,0
383,4128869,4.0,,B,,Platinum,24053.35,9.0,London,0
384,4180747,,76.0,F,,Gold,6000.0,1.0,Yorkshire,0
385,4189841,,,F,U,Tin,0.0099999999999999,5.0,Nottingham,0
386,4222288,6.0,,D,,Gold,5495.61,5.0,London,0
387,4269195,12.0,,E,,Tin,0.0099999999999999,7.0,London,1
388,4270320,8.0,51.0,D,U,Silver,610.0,8.0,London,0
389,4315316,6.0,,F,F,Tin,0.0099999999999999,,London,0
390,4402413,5.0,,B,,Gold,10954.36,12.0,Midlands,0
391,4451651,,,B,F,Gold,6545.299999999999,1.0,Birmingham,0
392,4518772,12.0,,E,,Gold,9000.0,3.0,Bristol,1
393,4610253,6.0,53.0,,U,Silver,500.0,8.0,Wales,0
394,4715519,13.0,,E,,Gold,6000.0,11.0,Wales,1
